text,rating,source,brand,date,doc_id
nike vomero premium ❤,0,YouTube,Nike,2026-02-18,YT_702
Nike&#39;s manufacturing quality is  inconsistent.,1,YouTube,Nike,2026-02-16,YT_703
"La More V6 tienen en confort y ancho adecuado,el único pero es demasiada alta la media suela,con 35 y 39 sería suficiente.",1,YouTube,Nike,2026-02-07,YT_704
6 Nikes?..they pay ya&#39;?,2,YouTube,Nike,2026-02-07,YT_705
Fabulous shoes ❤,1,YouTube,Nike,2026-02-06,YT_706
Cool. Thanks for the great review. I need new shoes for my training in the gym. 👍🏻,0,YouTube,Nike,2026-02-04,YT_707
I like the content it feels AI supplemented,1,YouTube,Nike,2026-02-04,YT_708
"Invincible 3 is the best for me. The entire Invincible line is amazing. The only line of shoes I wear, in the ER, for the past 6 yrs.",1,YouTube,Nike,2025-12-04,YT_709
The AI commentary butchered so many words lol,0,YouTube,Nike,2025-11-27,YT_710
The #1 is some air max? I don&#39;t think so.,1,YouTube,Nike,2025-11-22,YT_711
I’m a true size 10.5 (not on the wider side) would you be willing to move these? 👀,0,YouTube,Nike,2026-03-21,YT_712
I went tts 12.5 men and feels fine. They definitely fit a little more snug the jordana or other Nikes but after 30 min you get use to it. I pain but a snug fit. I recommend tts,0,YouTube,Nike,2026-03-15,YT_713
"I hit, comes tomorrow",0,YouTube,Nike,2026-03-11,YT_714
I have the fresh mint colorway I don’t think I need neon,0,YouTube,Nike,2026-03-11,YT_715
"Anybody else play the beats Sean uses in their heads while wearing their kicks lol<br><br>Fire video, glad these were an easy double up cop!",0,YouTube,Nike,2026-03-10,YT_716
The material on these is absolutely garbage for a shoe at £175,0,YouTube,Nike,2026-03-09,YT_717
Guys these cost more than I earn are they worth saving for ?,0,YouTube,Nike,2026-03-08,YT_718
"I normally wear an 8 1/2 but my JD only had an eighth left, and they honestly fit perfectly",0,YouTube,Nike,2026-03-08,YT_719
I had both the 2025 and 2026 pairs. They do have some differences in terms of building and material. I have tried wearing my 2025 for the first time the day the 2026 released and somehow I think the 2026 fit better TTS. I had to break the 2025 alittle to wear it but it’s like a 1 to 1 fit vs the 2026 I tried instore for like 30 seconds and they fit just fine but less snug than the 2025 right to the toe.,0,YouTube,Nike,2026-03-08,YT_720
Colorway is amazing. I passed but they look fire on feet,2,YouTube,Nike,2026-03-07,YT_721
"I usually like the beats. You obviously know hip hop<br><br>The little two-way chirp gives me straight smoke alarm chirp vibes and it’s terrible 😂<br><br>Obviously, vid and production are top notch. As usual. As expected.",0,YouTube,Nike,2026-03-07,YT_722
"these compensate the cheap feeling of most nikes by a cool look, so for $80 maybe they can hook me. Not for $200, only when you can easily grab a pair of NB made in US/ UK",0,YouTube,Nike,2026-03-07,YT_723
do they have heel slippage going half size up?,0,YouTube,Nike,2026-03-06,YT_724
Double up was mandatory!,1,YouTube,Nike,2026-03-06,YT_725
"Secured two pairs, one to rock one to stock. Love me some 110’s",0,YouTube,Nike,2026-03-06,YT_726
"<a href=""https://www.youtube.com/watch?v=RiBz8TYZc3I&amp;t=66"">1:06</a> looks a better shape to me due to the sleeker toe box. What year were these released?",0,YouTube,Nike,2026-03-06,YT_727
Wanted last year’s pair. But I wasn’t pressed for no limited hard to obtain sneakers. 2026 we secured that🥂,0,YouTube,Nike,2026-03-05,YT_728
"So glad that these are alot more mass produced than last year’s release. Was able to easily get a pair in store from Commonwealth, a specialty boutique store here in the Philippines (so yes, basically like The Closet Inc over there in Canada). I’m so happy that I finally got a pair of these as I missed out on previous retro, and I’m very ecstatic that I now have both the og white and red Air Max One and the Air Max 95 Neon both in big bubble form. These two are my all time favorite Air Max models.",0,YouTube,Nike,2026-03-05,YT_729
So fire 🔥 brings back a lot of memories,0,YouTube,Nike,2026-03-05,YT_730
Secured this morning!,2,YouTube,Nike,2026-03-05,YT_731
"Just copped mine retail, finally beat the bots. <a href=""http://www.youtube.com/results?search_query=%23finishline"">#finishline</a>!",0,YouTube,Nike,2026-03-05,YT_732
Drop the link to the pants you have  on,0,YouTube,Nike,2026-03-05,YT_733
Do they run small?,2,YouTube,Nike,2026-03-05,YT_734
I managed to get a pair last year at a local retail shop here in Shanghai but the biggest size that had was a size 43 and my normal shoe size is a 44. These are releasing on the SNKRS app in 1 hour here so I’m going to try to get a 44.5 this time around. Probably should have sold the one from last year but who knows if I got on another pair today,0,YouTube,Nike,2026-03-05,YT_735
Hard to switch back after SB comfort. Cacao wow SBs now have the number 1 spot…!,0,YouTube,Nike,2026-03-04,YT_736
"Love your Vids Bro, Must Cop🔥",0,YouTube,Nike,2026-03-04,YT_737
"Not sure why, but I detest this silhouette",0,YouTube,Nike,2026-03-04,YT_738
Won the raffle on size 😂🎉,0,YouTube,Nike,2026-03-04,YT_739
"f closetinc, not only did they NOT drop the shoe online at 10am EST, they decided to put the sneaker up on the website around 10:45am with a broken link. Nice backdoor local business lol. Will never buy a shoe from TCI ever",0,YouTube,Nike,2026-03-04,YT_740
FINALLY!!! hit for a pair today ..  31 years later I get my very first pair 🤦‍♂lol,2,YouTube,Nike,2026-03-04,YT_741
this guys the biggest square lol,0,YouTube,Nike,2026-03-04,YT_742
These are hella ugly,0,YouTube,Nike,2026-03-04,YT_743
Just Secured my pair on Hibbetts Delivery Raffle,0,YouTube,Nike,2026-03-03,YT_744
Should I trade my undefeated 95 air max’s for these just need opinions 😊,1,YouTube,Nike,2026-03-03,YT_745
Debating between these and Pegasus premiums right now,0,YouTube,Nike,2026-03-03,YT_746
"le ho prese nel 2025...e&#39; solamente la versione migliore che possiamo avere oggi ma, spiacente, quelle non saranno mai vere airmax 95",0,YouTube,Nike,2026-03-03,YT_747
they look like bulky hiking boots,0,YouTube,Nike,2026-03-03,YT_748
Compared to the SB do they fit the same?,0,YouTube,Nike,2026-03-03,YT_749
These are my favorite Air Max of all time. I instantly copped these soon as I got the chance,5,YouTube,Nike,2026-03-02,YT_750
95’ Air max because I’m a dope runner! I’m balling like an athlete but got no jumper!!!,9,YouTube,Nike,2026-03-02,YT_751
Hope I hit on the raffle.,0,YouTube,Nike,2026-03-02,YT_752
where do they drop?,1,YouTube,Nike,2026-03-02,YT_753
The air max 90 in this colorway also look so damn good. May have to get both😅,2,YouTube,Nike,2026-03-02,YT_754
I wear a size 7 but I’m really contemplating about if I should go 7.5. I have slim feet. Can anyone tell me what I should get?,0,YouTube,Nike,2026-03-02,YT_755
I have to have these. Btw do yourself a favor and go up half a size on the big bubble 95s.,3,YouTube,Nike,2026-03-02,YT_756
This is my must have for this month. I never own these either gotta get them,0,YouTube,Nike,2026-03-02,YT_757
Those are must! Either you are fan or not of 95’,2,YouTube,Nike,2026-03-02,YT_758
Are they similar to the levis collabs sizing wise?,0,YouTube,Nike,2026-03-02,YT_759
"Oh my!<br><br>I paid double the amount last year. I was so desperate to get this pair. I have bought too many pairs last year,more especially Jordan sneakers but this was my favourite purchase of the year(2025).<br><br>The fact that I can still cop it on Nike app on the 5th of March drives me insane but I guess it’s part of the game.",0,YouTube,Nike,2026-03-02,YT_760
"Always looking forward to your reviews Sean! I feel like it would be nice if you could add timestamps to your videos on comfort, on feet, sizing. Appreciate you man",2,YouTube,Nike,2026-03-01,YT_761
"Got the fakes of these, bro do you realize 4 pairs of shoes is $1000 canadian. Aint nobody in Canada willing to spend that much on shoes when they need food. Fakes rule i paid $110 😅😅😅😅",0,YouTube,Nike,2026-03-01,YT_762
I might go a full size up and put some move insoles in these if I pull the trigger,0,YouTube,Nike,2026-03-01,YT_763
"For some reason, 95s don’t agree with my feet and I have to go a full size up, even in the big bubble version. One of the only shoes I have to do that for",1,YouTube,Nike,2026-03-01,YT_764
"Just in time before the release baby, thank you sean! 🔥 vid as always!",0,YouTube,Nike,2026-03-01,YT_765
"I got mine last year (Japan drop); these are definitely more comfortable (sizing/fit) than some of the previous releases. I’m a normal D-width foot; went TTS and up .5 on my pairs. Both wearable - prefer the .5 up in the toe box, personally.",5,YouTube,Nike,2026-03-01,YT_766
so what size did you get?  <br>you went up half size?,0,YouTube,Nike,2026-03-01,YT_767
"Just picked these up yesterday, definitely love them",1,YouTube,Nike,2026-03-01,YT_768
"I prefer the 95 &quot;Bandana&quot; just release on March 1.  <a href=""UCkszU2WH9gy1mb0dV-11UJg/UvgfY_vqE92T29sPvqiAkAU""></a>",1,YouTube,Nike,2026-03-01,YT_769
Thank you for the sizing advice cause 95s alot of them are too snug so was going to go up 1/2 a sz but based on your review will stay TTS,0,YouTube,Nike,2026-03-01,YT_770
@TalksWithTJ 🔥💰💵,1,YouTube,Nike,2026-03-01,YT_771
These aren’t as good as the 2020 release. That toe box is too bulbous and the tongue is too long.,1,YouTube,Nike,2026-03-01,YT_772
Paid way over rrp last year and I still want another pair 😂😂😂😂😂,15,YouTube,Nike,2026-03-01,YT_773
"Sean, you are hands down the best sneaker reviewer on YouTube! Thank you for this great review!",1,YouTube,Nike,2026-03-01,YT_774
How do they compare to the sb 95&#39;s,2,YouTube,Nike,2026-03-01,YT_775
"I have a 10 US normal width feet, usually i go 10.5 US in AM95, the last pair i got that wasnt a big bubble version was the stash  and i got them in 10.5 US and they were still tight, i got these airmax big bubble last year in a size 10 US and they fit me perfectly no pain at all, they actually made the am95 comfortable to rock again, if i went half a size up it would have been too big for me length and width wise, i feel like even with a slightly wide feet you can go TTS on these Sean<br><br>PS i didnt pay resell on these I actually got it for less, the staff was supposed to get the shoe for himself and never got around to it and i got it on sale in my size crazy",19,YouTube,Nike,2026-03-01,YT_776
Cop et au pied 🤙🏼,0,YouTube,Nike,2026-03-01,YT_777
thanks for sizing tip,0,YouTube,Nike,2026-03-01,YT_778
Looks kind of like the Palace collab drop. Looks sick.,0,YouTube,Nike,2026-03-01,YT_779
"I did exactly what you said like two weeks ago and tried on a big bubble air max 95 on a random color. I tried the half size up and they felt and looked perfect in my opinion. FYI i have a narrow to normal feet. I think it’s best to go half size up, still.. since you’re going to be walking on these for the most part, and long walks tend to make you feel uncomfortable depending how snug is your kicks",1,YouTube,Nike,2026-03-01,YT_780
They look good on foot. Will try to get them. Hoping they fit better than the 2020 pair I had which were too small. Sizing up would feel too chunky to me.,0,YouTube,Nike,2026-03-01,YT_781
Love the look and I’ve never had a 95 but I’m a true 12 and I can never grab 12.5 so hopefully the 12s fit okay 😅,0,YouTube,Nike,2026-03-01,YT_782
"I have wanted this sneaker for longer than I can remember. Now that I am collecting, I cannot wait to add them. They look amazing and with a bigger bubble hopefully they are more comfortable. Great video as always Brother",28,YouTube,Nike,2026-03-01,YT_783
how many times Nike gonna release this colorway😂,0,YouTube,Nike,2026-03-01,YT_784
Hard to come by😢,0,YouTube,Nike,2026-03-01,YT_785
Would you say the SB 95’s are more comfortable than these?,0,YouTube,Nike,2026-03-01,YT_786
"Big pass , I could grab the 2020s and they’re the same shoe and on feet nobody will whether tell they are the 2020 or 2025/6 😅",0,YouTube,Nike,2026-03-01,YT_787
These will forever be my favorite pair of sneakers even if they aren&#39;t comfortable to my feet.,4,YouTube,Nike,2026-03-01,YT_788
"<a href=""UCkszU2WH9gy1mb0dV-11UJg/G8AfY6yWGuKuhL0PlbiA2AE""></a>",0,YouTube,Nike,2026-03-01,YT_789
I’m still looking for the cherry blossoms and sketch to finish my collection,0,YouTube,Nike,2026-03-01,YT_790
Hate to do this really…… 1st,0,YouTube,Nike,2026-03-01,YT_791
"Had em in 04 in high school JR year in South Carolina. People in the school was like 😳😳😳😳😳 what are thoseeeee! They wasn’t up to speed, me coming from the dmv area to SC wearing shoes they never seen was fun to me. These Barkley’s Air Raids And Huaraches. 🔥 great times",0,YouTube,Nike,2026-03-23,YT_792
Gt cut 2 academy review pleaseee,0,YouTube,Nike,2026-03-23,YT_793
I just hope I see the day for another Pippen 2 retro😢,0,YouTube,Nike,2026-03-23,YT_794
"<a href=""https://www.youtube.com/watch?v=Z6AzxtxNrd4&amp;t=71"">1:11</a> ok I’m going to order a medium and a half bro 😎",1,YouTube,Nike,2026-03-23,YT_795
shout out to those old enough to call the pearl whites &quot; The Pippen&#39;s &quot; =),0,YouTube,Nike,2026-03-23,YT_796
Chris&#39; such an OG sneakerhead he be talkin bout goin up half sizes on a tshirt 😆,0,YouTube,Nike,2026-03-22,YT_797
Sorry to say the He Got Game Pro’s not the same as the Pearl’s. It’s like saying that the Varsity Red One’s are the same as the Cough Drops. No sir.,0,YouTube,Nike,2026-03-22,YT_798
"I must say one thing actually i rarely see in the discussion when it comes to foams.  The originals or early retro when &#39;harder&#39; foam materials are being used, they are known for not creasing, no matter what you do with them. but the recent retros with the softer shell crease even after try ons. I got my royal blue pair couple years ago brand new in store. but there is already creasing lines on the heel which none of my early pairs had (even years after use and abuse them in harsh weather rain snow etc...) newer releases also being a bit light i found. they use to be very heavy, snug, tones of paddings so i have to up half size. now they feel very thin on the outter shell, and very moderate padding which fits me True to size which is a surprise. reference comparison :The Nike Air Foamposite Pro &quot;Volt&quot; (624041-700)  vs  Foamposite one 2024 royal blue FQ8181-511",0,YouTube,Nike,2026-03-22,YT_799
😫 I did 13s and 14s this month WHYYYY did they have to drop these this month too?? Plus 11s and 5s next month? I feel you Chris because I was broke and a kid when a lot of these shoes in these colors came out but man 😂 I gotta sneak these in,0,YouTube,Nike,2026-03-22,YT_800
Pro&#39;s true to size. Ones go up half a size. Pro&#39;s run slightly bigger,0,YouTube,Nike,2026-03-21,YT_801
This colorway is absolutely hideous.. i think a icy outsole would have made em look better<br><br>But i still wouldn’t have copped,0,YouTube,Nike,2026-03-21,YT_802
Love this colorway🔥🔥🔥!!!,1,YouTube,Nike,2026-03-21,YT_803
Don&#39;t diss the melos. We need those.,0,YouTube,Nike,2026-03-21,YT_804
"Yeah the shirt does look a little small lol <a href=""https://www.youtube.com/watch?v=Z6AzxtxNrd4&amp;t=51"">0:51</a>",0,YouTube,Nike,2026-03-21,YT_805
I do wish the main swoosh on the side could have been navy... That would have been 🔥.<br>I&#39;m hoping Josh Giddey gets a proper signature line.,0,YouTube,Nike,2026-03-21,YT_806
Still not sure if Chris liked this shoe...,0,YouTube,Nike,2026-03-21,YT_807
Awesome review as always. I might grab a pair. 🤔,0,YouTube,Nike,2026-03-21,YT_808
"I loved these Foam Pro’s…grabbed a pair when my original J11 mesh lows blew out during a national league junior squad team trail in 97 (FYI; take multiple shoes to trials - you’ll need them)….but had to rotate them with my J11 replacements as the Foams were absolutely obliterating the outer edge of my feet, like actual bruising because of the shape of the carbon plate…. those black/black re-releases are sweet, but I’ve always missed out on securing a pair in my size…",0,YouTube,Nike,2026-03-21,YT_809
These are cold 🥶❄️🥶,1,YouTube,Nike,2026-03-21,YT_810
These are sooooo tough!,0,YouTube,Nike,2026-03-21,YT_811
Super excited for these love me some foams,0,YouTube,Nike,2026-03-21,YT_812
"But Penny&#39;s logo is clearly on the shoe, so what are we talking about.",0,YouTube,Nike,2026-03-21,YT_813
"Man the way you glazing these Foamposites got me emotional 😂😂 got me thinking the Foam era bout to respawn like it’s 2013 again. I’m from Baltimore,we NEVER let foams die, this is our Avengers moment 🤣🔥”",0,YouTube,Nike,2026-03-21,YT_814
Copped these in Taiwan like 2 weeks ago they’re dope,0,YouTube,Nike,2026-03-21,YT_815
"QOTD:  I could see the Sabrinas being retroed one day, because it sounds like they play well.  Outside of that, I don&#39;t know what the demand for any of the other signature lines would be.<br><br>I&#39;m from Washington DC and therefore obligated to love Foamposites.  I love these Foamposites.  Even though I prefer the black-and-something-else colorways, I still love these Foamposites.  (Oops UNC.)<br><br>Thanks for the review!  I left &#39;03 thumbs up for the algorithm.  Catch you next time.",1,YouTube,Nike,2026-03-21,YT_816
Those look soo good,1,YouTube,Nike,2026-03-20,YT_817
"I&#39;ve never owned a pair of foamposites before, but man...this colorway has me rethinking that 🥲",0,YouTube,Nike,2026-03-20,YT_818
As much as I hate the new TN Titans jersey...these would be fire with the all white.,0,YouTube,Nike,2026-03-20,YT_819
Definitely getting these <br>I&#39;m surprised you didn&#39;t review the stranger things foamposite 🔥🔥🔥❤️ or the new GT cut 1 Dylan Harper tri state unseen hours🔥❤️,0,YouTube,Nike,2026-03-20,YT_820
I’ll take an XL.5 in that shirt,0,YouTube,Nike,2026-03-20,YT_821
"<a href=""https://www.youtube.com/watch?v=Z6AzxtxNrd4&amp;t=228"">3:48</a> me right now 😂 still waiting for Pearls &amp; Pine Greens to dip in price so i can scoop them up 😅",0,YouTube,Nike,2026-03-20,YT_822
This is a reminder to go up half a size on the tees!,0,YouTube,Nike,2026-03-20,YT_823
"I fell in love with foams when I was 12 years old, finally at 24 I got my first foam. Pearl Pros and unlike other grails I’ve gotten, these do not disappoint. Feels like they were made for my specific foot. Next is the foam One",1,YouTube,Nike,2026-03-20,YT_824
The swoosh ruins it,2,YouTube,Nike,2026-03-20,YT_825
the best looking foamposite ever,2,YouTube,Nike,2026-03-20,YT_826
Retros will always be around and in production. And to have 1 of Tinker&#39;s sketchbook s that would be stupid dope! 💯,5,YouTube,Nike,2026-03-20,YT_827
Would love for Jordan to retro/re-release the Why Not Zer0.1 🙏🙏🙏,1,YouTube,Nike,2026-03-20,YT_828
Like the kicks and I agree that nike hasn&#39;t even touched their catalog of shoes they could retro,2,YouTube,Nike,2026-03-20,YT_829
These are so nice… 🤤,1,YouTube,Nike,2026-03-20,YT_830
It’s a must cop it’s about to get warm,3,YouTube,Nike,2026-03-20,YT_831
"Great shoe underfoot…..but wow. I had the copper pair, and the back heel chewed through my Achilles heel so bad, no matter how much I tried to break them in. Why??",0,YouTube,Nike,2026-03-20,YT_832
Picked these up early 05 for 99.99. Stay away from coffee but overall still 🔥. Coming home but on sale,0,YouTube,Nike,2026-03-20,YT_833
Dooms will be my first pair,2,YouTube,Nike,2026-03-20,YT_834
"Agreed 👍.  Although the old foams were also meant to be played in for bball, the new retros are def. lighter.  It may not be as tank like premium feel (older mold &amp; shape, made in Taiwan, different materials) as before but this is what we have now.  I find the new retros (used the 2024 Coppers for ball a couple times) lighter on foot, less break in time, and still good for todays game or casual wear.  They personally feel comfy, low to ground, responsive with the right balance, fit &amp; containment, support and design ETC ETC. than all the new signature shoes Nike putting out with new tech like Zoomx, cushlon, Zoom Strobel.  It makes the LeBron 23 feel like 🚮.  It makes the G.T. Futures be like the past.  😂 Next year marks 30th year foamposite anniversary.  👀",0,YouTube,Nike,2026-03-20,YT_835
"I was rocking the Nike Sensation Chris Webber in high school, and feeling good about it. One day in the gym this guy showed up with the foams pro. He told me the price and my jaw dropped. I fell in love till today. No other shoe made the same impact before or since. They were out of this world❤❤❤❤",8,YouTube,Nike,2026-03-20,YT_836
I’m excited for the collegiate pairs rumored to drop at the end of the year.,2,YouTube,Nike,2026-03-20,YT_837
"QOTD: I don’t know if these were asked before or not, but do you keep all of the shoes you review on the channel? If not, do you resell them or give it away to friends and/or family? Just curious, because you have been reviewing a lot of sneakers and I just love about your knowledge about each shoes. <br><br>P.S. I love your all of your contents and you are my go-to reviewer if I should buy certain pairs or not. ✌🏻❤️",2,YouTube,Nike,2026-03-20,YT_838
wasn&#39;t a really big fan of these but I think I might have to cop those Dr dooms this time around.,0,YouTube,Nike,2026-03-20,YT_839
Thank you Nike for producing best Futuristic Model *Ever * FOAMPOSITE !!!  Lovely review…,3,YouTube,Nike,2026-03-20,YT_840
These and the Dr. Doom’s will forever be the greatest colorways of this shoe,13,YouTube,Nike,2026-03-20,YT_841
Mang these thangs cold as 🧊 🧊🧊 Must cop 🚀🚀,3,YouTube,Nike,2026-03-20,YT_842
A must have for the collection,5,YouTube,Nike,2026-03-20,YT_843
"In my opinion, Foamposites should be cheaper because they have less moving parts compared to traditional shoes where you have different materials from the toe box, heel, side panels, everything compared to the foams where it is just one moldings to the upper and the outsole. They got us!😅",0,YouTube,Nike,2026-03-20,YT_844
"gorgeous shoe, too bad is very expensive",6,YouTube,Nike,2026-03-20,YT_845
This model will forever be the Tim Duncan’s.,1,YouTube,Nike,2026-03-20,YT_846
"Do you think that Nike should retro any of the Shox basketball shoes? Always loved the Bombers, Elevate and Lethal pairs, but they’d likely just explode on foot if you bought an original pair today.",2,YouTube,Nike,2026-03-20,YT_847
Some of the Tarheels should be rocking these next season,3,YouTube,Nike,2026-03-20,YT_848
"I don’t think the current crop of sig athletes have the sustainability as those of yesterday. With the exception being pg, everyone else has copied off kobe( Sabrina, jt,etc)",1,YouTube,Nike,2026-03-20,YT_849
The LeBron 10s and 11s need to be retroed. Also kd7s,0,YouTube,Nike,2026-03-20,YT_850
any point guard that was born in the 80’s were always drooling over UNC blue and white,5,YouTube,Nike,2026-03-20,YT_851
✨☘️🎗️ I love them. I love them and I don’t care who knows🩵,0,YouTube,Nike,2026-03-20,YT_852
It’s a nice shoes I’m Duke guy so anything with unc blue for me is a NO. The white sole scream dirt magnet,0,YouTube,Nike,2026-03-20,YT_853
Can you still play today in the in the new Foamposite??,0,YouTube,Nike,2026-03-20,YT_854
"IM a sucker for red shoes, J 13 true red, kobe 8 year of the horse,  J 11 win like 96. So im waiting for the red foams dropping in May 🤤",0,YouTube,Nike,2026-03-20,YT_855
Niiicceee!!!!! &lt;3 foamZ!!!!!,0,YouTube,Nike,2026-03-20,YT_856
UNC colorways always hit,30,YouTube,Nike,2026-03-20,YT_857
i think it is possible that some of the current athletes shoes retro/protro in the next 10-20 years.  The pg1 is supposedly retroing this year and that shoe came out 10/11 years ago.,1,YouTube,Nike,2026-03-20,YT_858
"I think the Freak 1s, Westbrook Zer0.1s and 2s, and Ja 3s have the potential to eventually retro down the line. A&#39;jas will probably too.",0,YouTube,Nike,2026-03-20,YT_859
I used to call these the nerf turbo shoe.,3,YouTube,Nike,2026-03-20,YT_860
Those cost too much to wear. The white bottom is giving me yellow nightmares. Damn that shoe is gorgeous,22,YouTube,Nike,2026-03-20,YT_861
Must cop for me I had my first pair back in 03,1,YouTube,Nike,2026-03-20,YT_862
"Hey gang, <br>This is For the Algorithm",0,YouTube,Nike,2026-03-20,YT_863
I had to double up on these,0,YouTube,Nike,2026-03-24,YT_864
"smh i love these shoes, but i hate how they look on MY feet",1,YouTube,Nike,2026-03-20,YT_865
10 out of 10. Dope.shoe i grabbed a pair  march 5 when they dropped  here in Texas..,1,YouTube,Nike,2026-03-15,YT_866
🔥🔥 Ez 10 out of 10 for me,2,YouTube,Nike,2026-03-11,YT_867
these are easily a 10/10,1,YouTube,Nike,2026-03-10,YT_868
This is the one🔥🔥🔥,1,YouTube,Nike,2026-03-09,YT_869
Awesome. Good video. Got mine!,1,YouTube,Nike,2026-03-09,YT_870
Bought these and a pair of Nike SB Ishods in the same color way,2,YouTube,Nike,2026-03-09,YT_871
waiting for my pair from Homebred. Hope they come in prestine! 🙏🏽,2,YouTube,Nike,2026-03-09,YT_872
Happy Blessed 🙌 Sunday,2,YouTube,Nike,2026-03-08,YT_873
I still have my 2020 pair and tbey still look good only wore them a couple times so I didnt need these but they clean,3,YouTube,Nike,2026-03-08,YT_874
I love these so much bro!!!,2,YouTube,Nike,2026-03-08,YT_875
I’m so stoked I got these back on my feet!! They are magnificent in hand,3,YouTube,Nike,2026-03-08,YT_876
NIKE AIR MAX 95 BIG BUBBLE &quot;NEON&quot; 2026! REVIEW &amp; ON FEET I WAS NOT  GONNA MISS OUT THIS TIME AROUND!<br><br>LETS GET THIS VIDEO TO 500 BIG LIKES! LET ME KNOW DID YOU GRAB A PAIR!🔥,0,YouTube,Nike,2026-03-08,YT_877
If I do a Foam it has to be the original. No knock but just my personal preference. Can’t go wrong with the Carolina blue at all but it would be a pass for me. Something about these look off.,0,YouTube,Nike,2026-03-24,YT_878
"Best color way I’ve seen ever seen, maybe.",0,YouTube,Nike,2026-03-24,YT_879
I had these in 03 🔥🔥🔥🔥🔥,0,YouTube,Nike,2026-03-24,YT_880
Damn super supee clean on feet and no more baby blue shoes... thinking this is a cop,0,YouTube,Nike,2026-03-24,YT_881
These are fire for sure. I&#39;m usually not into foams but I&#39;m going to try for these,0,YouTube,Nike,2026-03-24,YT_882
These are gonna be the birthday 🎉 kicks 😊 gonna kiss em girls,0,YouTube,Nike,2026-03-24,YT_883
Waited long for these 🎉,2,YouTube,Nike,2026-03-24,YT_884
Grails for sure! Friday!!! Can&#39;t wait!,4,YouTube,Nike,2026-03-24,YT_885
Mens US sz 9 Nike Ja 3 EP &quot;Warning Label&quot;,0,YouTube,Nike,2026-03-19,YT_886
No such thing. Nike is trash and has been for a while. Don&#39;t promote shitty quality products.,0,YouTube,Nike,2026-03-10,YT_887
The solid black brons is 🔥 🔥,1,YouTube,Nike,2026-03-04,YT_888
Дякую за чудовий випуск!,0,YouTube,Nike,2026-03-03,YT_889
Good video cuando vienes a México puebla saludos size 6 mx gracias,0,YouTube,Nike,2026-03-01,YT_890
The Warning Label coll. ection is 🔥🔥🔥🔥🔥🔥 U.S Size 12,0,YouTube,Nike,2026-03-01,YT_891
I’m in love with the balance rotation! All are great!,0,YouTube,Nike,2026-03-14,YT_892
Nike color selections are not attractive to me. Really bad color combos. Adidas does better.,0,YouTube,Nike,2026-03-10,YT_893
Will nike add more grip  on the back to 2026 race fly 3 ?,0,YouTube,Nike,2026-02-18,YT_894
Air Zoom in Peg plus 2 is a downgrade,0,YouTube,Nike,2026-01-04,YT_895
oh man if peag plus 2 does the air unit and keeps the zoom x... sold that&#39;s a done deal for me take my wallet Nike,0,YouTube,Nike,2025-12-31,YT_896
I just realized that I didn’t have buy any Nike shoes in 2025. My last purchases were Alphafly 3 and Pegasus Plus.,0,YouTube,Nike,2025-12-13,YT_897
"I feel like Nike is back this year. vomero 18 as my daily pegasus plus for speed, rival fly for sprints, vomero plus for long run and recovery, and vapor fly for ror races.",0,YouTube,Nike,2025-12-12,YT_898
"What I don’t like bout Nike is their daily trainers. The Pegasus is supposed be there responsive shoe but it’s not. The only pegs I tried on where the 40 and 41, nothing special. The peg plus should have been something like the evo sl, but it feels dead",0,YouTube,Nike,2025-12-11,YT_899
"The V18 is the only shoe I have out of Nike&#39;s new releases. Solid and protective daily option, reminds me of the Triumph 20. If we could get a shoe with the cushioning/protection of the V18, but the ground feel and lighter upper of the Pegasus 41, that would be perfect.",0,YouTube,Nike,2025-12-10,YT_900
"I love the VF3 &amp; VF4 but they&#39;re very fragile in the midsoles. Tiny stones get in the holes in the rubber outer layer &amp; puncture the Zoom X in my 3s &amp; the 4s are wrinkling, scuffing + tearing in the unprotected midfoot section after only about 60km. The AF3s have bigger mileage yet have none of these issues..",0,YouTube,Nike,2025-12-10,YT_901
I’m a AF fun but after my AF3 pod burst in race in just 90km mileage. I don’t think I still  love to buy AF3 it seams like the durability is not that good compared to AF1 and AF2,0,YouTube,Nike,2025-12-04,YT_902
"For me, good rotation is: training Vomero Plus, tempo Pegasus Plus, racing Vaporfly 4",1,YouTube,Nike,2025-12-04,YT_903
"I’m really excited to see what Nike has in store for 2026, especially the Peg line. I’m nearing 250 miles on my Peg 41s and still loving every run in them and have proven to be extremely durable. The full length AirZoom unit leaked in the P42 sounds like it’ll give it a fun responsive ride.<br><br>I’ve also purchased two pairs of Peg Plus’ and has been my go-to shoe lately. I could see the big leap in performance in v2 with a possible addition of the forefoot AirZoom unit, especially if it’s lighter than. V1.<br><br>The VF4 has by far been one of the most underrated shoes of the year. The shoe is an absolute dream for the runners who have a high cadence and the more direct feel underfoot.",0,YouTube,Nike,2025-12-03,YT_904
"Im looking forward to the Peg 42, zoom strobel was great in the 35/36",0,YouTube,Nike,2025-12-02,YT_905
