text,rating,source,brand,date,doc_id
It was cool for a time then just became irrelevant. I&#39;m also not paying that much $$$ for something that can easily be substituted.,3,YouTube,Under Armour,2025-10-11,YT_1777
Not to mention a $65 million settlement payout to UCLA after the university sued for breach of contract.,0,YouTube,Under Armour,2025-10-10,YT_1778
Time to start their own mix tape tour,2,YouTube,Under Armour,2025-10-10,YT_1779
"10 years ago they went full f*cktard on golf clothes, they wanted to be like Nike golf and ended up sinking the ship !<br><br>Outlet stores were doing buy one get one free just to get rid of  inventory faster !",0,YouTube,Under Armour,2025-10-08,YT_1780
They have no discernible identity within the market.,0,YouTube,Under Armour,2025-10-08,YT_1781
"I bought the halo runner se, its amazing!! Honestly I wanted to buy the halo trainer but its too rigid even for a short run.. For me the runner se seemed to be a better choice cause it can be used in the gym but also comfortable for longer runs. I hope this helps a bit if u consider buying one of these!",0,YouTube,Nike,2026-03-20,YT_1782
Halo Racer for sure!,0,YouTube,Nike,2026-02-09,YT_1783
When are we gonna sign ye and have yeezy’s on the shoe wall,0,YouTube,Nike,2026-01-15,YT_1784
"Power, comfort and style - Underarmour never misses!✌️🤩",2,YouTube,Nike,2025-11-04,YT_1785
Bro used 3 of the worst colorways he could’ve possibly have chosen to promote😷🤢,4,YouTube,Nike,2025-11-01,YT_1786
I love the tech but they are ugly,3,YouTube,Nike,2025-10-21,YT_1787
"You already gained my trust with one of your shoes, i might check this out",1,YouTube,Nike,2025-10-20,YT_1788
"Tried this on in-store. Honestly disappointed, plus the materials used look and felt cheap in-hand and on foot. Bought a Puma MagMax instead which luckily was discounted.",1,YouTube,Nike,2025-10-17,YT_1789
I HAVE HALO RACER ....NEVER WAS FEELING SO GOOD,5,YouTube,Nike,2025-10-07,YT_1790
First look like yeezys,1,YouTube,Nike,2025-10-05,YT_1791
"Got the halo racer, never thought i would like a shoe that much, feels so light especially on soil and mud makes me feel like i can fly with them",4,YouTube,Nike,2025-09-04,YT_1792
Got the runner. Great shoes,2,YouTube,Nike,2025-09-04,YT_1793
LAS QUIERO COLOR VERDE,1,YouTube,Under Armour,2025-08-29,YT_1794
¿Se recomiendan para uso policial? Muchas gracias por el análisis,0,YouTube,Under Armour,2025-06-28,YT_1795
"Excelente explicación, me convencieron para adquirirlas",2,YouTube,Under Armour,2025-02-02,YT_1796
🎉 Hermosas 💖 👢 botas👢,1,YouTube,Under Armour,2025-01-28,YT_1797
Please put them on and show them while being worn.,0,YouTube,Under Armour,2025-01-20,YT_1798
Excelente video gracias.,1,YouTube,Under Armour,2025-01-07,YT_1799
Опять заужены. Куда мизинцы и безымянняе пальцы то девать?,1,YouTube,Under Armour,2026-01-28,YT_1800
They are worth every penny ❤️ in my humble opinion..,2,YouTube,Under Armour,2025-10-22,YT_1801
"Phenomenal review, Jeff.  I’ve sold Golf products for about 20 years now, and like we say at our club, all the plus handicappers are wearing, Adidas, Under Armour, or foot joy.<br><br>All the -15 to 32 handicappers are all rocking the Sun Day Reds, even when the Adidas or under Armour fits them better.  <br><br>Under armour has Phenomenal shoes",1,YouTube,Under Armour,2026-02-17,YT_1802
I know you mentioned the spikeless were grippy.. are they more grippy than the phantom fore from last year? I love my phantoms but I do find myself slipping sometimes. Love the look of these clones and trying to decide spikes or no. What ya think?,1,YouTube,Under Armour,2026-02-16,YT_1803
How do these shoes compare to Paynters 2026 shoes?,1,YouTube,Under Armour,2026-02-12,YT_1804
How is the toe box? I like a wider toe box. If not good. Any recs for a shoe with a wider toe box? Thanks!,1,YouTube,Under Armour,2026-02-12,YT_1805
Are they coming out with a wide size in the clone,1,YouTube,Under Armour,2026-02-12,YT_1806
"I love the shoes... BIG BUT, I gotta disagree on the polo logoing... I loved the UA logo on the left upper chest position... pretty disappointed they went away from that... it wasn&#39;t over bearing at all... just clean and simple with the banging...",1,YouTube,Under Armour,2026-02-12,YT_1807
UA getter better every year.  I’m a fan of the less logo trend,1,YouTube,Under Armour,2026-02-12,YT_1808
"Tried on a pair of Drive Pro&#39;s (2024) and really liked them. Didn&#39;t have a standard size so I went a 1/2 smaller. Got a little tight but still felt long as you described. Then found the FJ Flex clearance pile, again 1/2 size small and they were super tight and felt long...",1,YouTube,Under Armour,2026-02-12,YT_1809
We’re not going to talk about that hoodie at the show? Hoodie collection is growing faster than spikeless shoes and polo’s. UA is at least trying.,1,YouTube,Under Armour,2026-02-12,YT_1810
"<a href=""https://www.youtube.com/watch?v=IjyUXm5KiBQ&amp;t=145"">2:25</a> didn’t know about this feature on boots! My next pair and ever pair after will have this feature. Thanks for bringing this to my attention. Really appreciate your videos!",0,YouTube,Under Armour,2026-03-18,YT_1811
More stiff the better,1,YouTube,Under Armour,2026-03-03,YT_1812
Those look the same as mine except mine are 2024,1,YouTube,Under Armour,2026-02-25,YT_1813
Nice! I went on a boot kick last summer for hiking. Went with a pair of Merrell Moab Velocity Tactical for everyday use and some Oboz Katabatic for speed hiking. Those Oboz are really light and quick. Never tried Under Armour boots before. These look like they&#39;d be good for your riding purposes. Cheers!,2,YouTube,Under Armour,2026-02-25,YT_1814
"Great review as always, bought the phantom fore based on your recommendation,  and it is great. Not sure if need another pair yet lol as I just bought 4 Sun Day Red shoes, keep the great videos coming,  and don&#39;t forget about me with your golf event.",1,YouTube,Under Armour,2026-03-06,YT_1815
"Drive Pro guy here, I like what UA is doing with their golf shoe line!",1,YouTube,Under Armour,2026-03-06,YT_1816
I loved the UA Phantom Fore shoe so much that I bought another pair for my reserves during the close out sales. They are so comfortable and cool looking. Let’s hope that they come out with a gen 2. The UA Halo reviewed here looks a little too aggressive or futuristic for my tastes.,1,YouTube,Under Armour,2026-03-06,YT_1817
Can you take the insoles like you can with the drive pro? Let me know please and thank you! Gr8t video btw!,0,YouTube,Under Armour,2026-02-13,YT_1818
"Would be more interresting, if you did the test again, but against your normal shoes. To see if there are any gains",0,YouTube,Under Armour,2026-01-28,YT_1819
I have 24 pairs of Nikes and I use all of them,0,YouTube,Nike,2025-04-19,YT_1820
"Wacky drops, tight toe boxes, dull foams with carbon plates, unusually soft foams with no stability, weird uppers, odd midsole geometries etc etc. <br><br>Nike have been making weird running shoes for so long now. Hoka, Brooks, New Balance, Saucony, Salomon, Norda, Asics, Mizuno etc etc. The list is endless of companies that have begun to constantly refine their products in relation to the current running culture, trends and communities. These companies have bossed the everyday running shoe, alongside every other segment. <br><br>Nike has been off the boil for years with anything other than their flagship super shoes.",0,YouTube,Nike,2025-01-25,YT_1821
Nike Zoom Fly 6 might become a good turning point for Nike Running. I love that shoes,0,YouTube,Nike,2024-12-27,YT_1822
many people are stopping to buy this brand. this brand will vanish soon. just face the collapse.,1,YouTube,Nike,2024-12-27,YT_1823
Why are those shoes better than Nike? Because those shoes are Comfortable and well made  built for physical endurance. Their not like Nike Tacky design colors and weird looks . Nike shoes size never really  fit my size but yet athletes with big feet wear Nike but yet don&#39;t fit. Me for comfort! Or compatibility! Their expensive,0,YouTube,Nike,2024-12-22,YT_1824
"If it gets into the 60s I will strongly consider loading up on Nike stock. Worst case I average down and sell for a minor loss in a few years, upside I get a potential double.",0,YouTube,Nike,2024-12-17,YT_1825
"No one in my town sells Nike. Nike does not like small businesses and refuses to allow them to sell their product as a distributor. If they simply changed that, they would see an increase in sales for sure.",0,YouTube,Nike,2024-12-16,YT_1826
"Brooks best selling running brand?? Really? I find brooks shoes boring, and ugly. Got a ghost before, had to give it away after 2 runs. The shoe is dead. Now my shoes rotates between new balance, asics, hoka and ON. Nike&#39;s offerings these past few years are extremes. The nike elite running shoes are really good but very expensive and limited supply while their lower tier models are not really good for running. The only thing nike shoes are good at is for showing off the swoosh logo.",0,YouTube,Nike,2024-12-14,YT_1827
"Interesting to hear - I started off with Brooks and switched to Nike and wouldn&#39;t switch back - in my view there is just no comparison. I don&#39;t mind having to buy them online from the Nike store: it&#39;s free delivery and returns. My local running store is tiny, obnoxious and constantly pushes Brooks shoes - they are definitely on a big commission from them :-))",0,YouTube,Nike,2024-12-13,YT_1828
"The only reason Brooks is the most predominant brand at the moment is because they&#39;re pushed so hard at running shoe stores, so naturally the every day person and new runner is going to go with them.",1,YouTube,Nike,2024-12-13,YT_1829
"Coming from the bodybuilding world, I took on a new challenge of running. After the hours and hours of watching shoe reviews, reading review comments and forums, after returning dozens of shoes either at the shoe store or Amazon try before you buy, the only shoe that works for me at 6’1 235lbs is the Nike Invincible 3s. I hope they don’t mess that shoe up!",3,YouTube,Nike,2024-12-12,YT_1830
No empire stays forever 😊,0,YouTube,Nike,2024-12-12,YT_1831
"Very interesting, thanks.  I opened The Complete Runner store in N. England in 1982. Before that I sold &quot;mail order&quot; from the house and sold at races. I already had a Nike account. The rep had come to see me at home and was not bothered that I did not have a &quot;bricks and mortar&quot; store as independent are now called.  So we sold the brand well over  the decades. Then, yes, as in the U.S.A. Nike decided to go  DTC (direct to customer). As  you saying cutting out thousands of relatively small independents (retaining just a few very &quot;large&quot; customers), making 2 levels of profit; not making their shoes any cheaper to consumer. of course.  But of course, whilst I could not buy anymore, I still had Nike shoes in stock and they have been a hard sell.  2025?  Clearly season Spring Summer buying for retailers was done 6 months ago. So little chance for Nike inn SS. For Fall 2025  we have already placed orders for July onwards. So I would suggest slim pickings for Nike with us  independents  next year.  Too late to ther party. The food and drink has all but gone! And would we want them?  Would you want an old girl friend back who dumped you a few years ago and has not contacted you since?   BTW adidas follwed suite with the same DTC policy here but I can still buy through their &quot;specialist&quot; arm.  But again they do not sell overly well.  Yes, their &quot;super shoes&quot; are seen on the feet at races as a marginal gain but we don&#39;t read about how many slower ruinners have been injured wearing them. and it&#39;s only a slice of the market.  Terry Lonergan M.D. Complete Runner.",0,YouTube,Nike,2024-12-12,YT_1832
Since Zoom Fly 5 I said goodbye to Nike. Other than Alpha Fly their other everyday runners suck,0,YouTube,Nike,2024-12-12,YT_1833
"I started with Nike, loved the color and style…then the new model ditched my color. After trying different styles, I am in love with Brooks.",0,YouTube,Nike,2024-12-12,YT_1834
RIP the invincibles,3,YouTube,Nike,2024-12-11,YT_1835
I bought some NIKE running shoes but I have to say that Brooks and ASICS are my current and future Go To running shoes going forward.,3,YouTube,Nike,2024-12-11,YT_1836
Because of their wokeness I don&#39;t want to be associated with Nike anymore.,3,YouTube,Nike,2024-12-11,YT_1837
I bought my first pair of nikes in 15 years just yesterday. Only because I got 45% off and it&#39;s a particularly niche model that most brands don&#39;t have a match for. <br><br>Nike fucked themselves with the Pegasus from back then. Developed holes within 3 weeks of owning them. Made me stay away for 15 fucken years.,0,YouTube,Nike,2024-12-11,YT_1838
At one point Nike was my go to. Specialty running stores (e.g. Running Room) don’t carry Nike and I have no idea what they offer in terms of running anymore. Saucony and New Balance are where it’s at. Can’t see that changing.,0,YouTube,Nike,2024-12-11,YT_1839
Nike&#39;s position on politics has turned off a bunch of customers.  Go woke and go broke!!,0,YouTube,Nike,2024-12-11,YT_1840
Nike is just fine i see NOTHING but Nike at races and there’s a reason both marathon records are in NIKE this  is just typical Nike hate which is absurd when its clearly the best for running as brooks is complete garbage just like asics puma saucony and damn near everything else that isn’t Nike,5,YouTube,Nike,2024-12-11,YT_1841
The invincible is coming out in 2025 what you talking about man???,0,YouTube,Nike,2024-12-11,YT_1842
I really don’t foresee myself buying too many Nike running shoes in 2025. The Alphafly and Vaporfly remain in the top tier. The Zoom Fly 6 is amazingly good. So good in fact I own 3 pairs. Outside of those three everything thing else seems to be lifestyle shoes or plain vanilla in terms of performance. It’s not that I don’t understand what they are offering. It’s the fact that I do.,2,YouTube,Nike,2024-12-11,YT_1843
I’m a 8 1//2 usually so should I go for the 9 or 10?,0,YouTube,Nike,2026-03-18,YT_1844
"There&#39;s a type of shoes called &quot;Made in Putian, China&quot; - same materials, lower price",0,YouTube,Nike,2026-03-17,YT_1845
"There&#39;s a type of shoes called &quot;Made in Putian, China&quot; - same materials, lower price",0,YouTube,Nike,2026-03-17,YT_1846
Blessings from Taiwan 🇹🇼 🥳<br><br>Waiting to TRY ON these cool shoes 😎 🔥💖<br><br> Jesus loves everyone 😇🥰,0,YouTube,Nike,2026-03-04,YT_1847
where are the data nike? whereee?,1,YouTube,Nike,2026-02-18,YT_1848
"still confused as to what it actually does. free was barefoot, air was cushioning, shox was cushioning, air zoom was cushioning",0,YouTube,Nike,2026-02-17,YT_1849
mk ultra shoes. great,0,YouTube,Nike,2026-02-14,YT_1850
Are they indoor only?,0,YouTube,Nike,2026-02-13,YT_1851
Or.. walk around barefoot.,0,YouTube,Nike,2026-02-08,YT_1852
This video was just corporate word salad. I got literally nothing out of this video.,0,YouTube,Nike,2026-02-07,YT_1853
Interested to see how this project will evolve 👏👏👏,0,YouTube,Nike,2026-02-05,YT_1854
I got the 002’s they are great and I love them thank you Nike  science teem keep up the good work,0,YouTube,Nike,2026-02-01,YT_1855
Awesome!  Got my first pair of 002 and they feel great.  Look forward to me being my best mind and body.  Thank you Nike Mind Science Team.,0,YouTube,Nike,2026-01-31,YT_1856
A bunch of jargon,0,YouTube,Nike,2026-01-14,YT_1857
The problem is that pressure points on everyone’s feet are not universal. Everyone has different pressure points and different areas of our feet where our minds detect feelings.,2,YouTube,Nike,2026-01-12,YT_1858
Looking forward ❤,0,YouTube,Nike,2026-01-11,YT_1859
"I hope you make a weather and water proof version soon. I&#39;d definitely get the 002 in black, if it becomes available. I forgot to set the reminder for earlier this week&#39;s drop and now I&#39;ve got to wait about 6-7 weeks for the next one and I have a feeling I could miss that one too. Hope to just pick these up from the store. Or, I hope you make a large batch this time, so that they don&#39;t sell out as quick",0,YouTube,Nike,2026-01-11,YT_1860
🔥🔥🔥🔥🔥🔥🔥😍😍😍😍😍😍😍😍💪🏽💪🏽💪🏽💪🏽💪🏽💪🏽💪🏽,0,YouTube,Nike,2026-01-11,YT_1861
To bad because of scalpers the average athlete will never beable to see where them.,0,YouTube,Nike,2026-01-09,YT_1862
Can’t wait to get a pair but hopefully they won’t get destroyed by a bit of occasional mud,0,YouTube,Nike,2026-01-09,YT_1863
CharlaNike? Charlatanisme!!! Montré nous les études études preuves!!! Vous nous faites une Guerlain... félicitations... prochaine étape la chaussure quantique?!?,0,YouTube,Nike,2026-01-09,YT_1864
Quick question: Can water/dirt get in between the outer &#39;caging&#39; and the midsole layer that has the nodes?,0,YouTube,Nike,2026-01-09,YT_1865
Got mine today and another pair being shipped !,0,YouTube,Nike,2026-01-08,YT_1866
Marketing bs. We will see if these are actually comfortable,0,YouTube,Nike,2026-01-08,YT_1867
Looks like a cybertruck,0,YouTube,Nike,2026-01-08,YT_1868
Is no one talking about Dr. Nurse?,0,YouTube,Nike,2026-01-08,YT_1869
Stop! I need to save some money,0,YouTube,Nike,2026-01-08,YT_1870
Needs that 002 SAP,0,YouTube,Nike,2026-01-07,YT_1871
These look amazing,0,YouTube,Nike,2026-01-03,YT_1872
So like barefoot?  Oookay,0,YouTube,Nike,2025-12-31,YT_1873
Instant sell out especially if the price point is reasonable,0,YouTube,Nike,2025-12-25,YT_1874
well they didnt explain at all what it does lol,0,YouTube,Nike,2025-12-24,YT_1875
what about kids (POV: me flexing on  kids,0,YouTube,Nike,2025-12-21,YT_1876
So much bs just to put some rubber balls on the plants of your feet... they make it look so advanced yet it isn´t.,0,YouTube,Nike,2025-12-19,YT_1877
"This is the stupidest piece of technology.If you want to feel every sensation on the ground, you just need a minimalist shoe with a thin sole or no shoes at all.",0,YouTube,Nike,2025-12-17,YT_1878
I truly love Nike products keep up with the great work,0,YouTube,Nike,2025-12-17,YT_1879
Wow this is amazing,1,YouTube,Nike,2025-12-17,YT_1880
"Nike should finally produce the Presto Faze, Kukini or similar sneakers without laces again. <br>These were still high-quality shoes that I could wear every day for at least 2-3 years. Then the sole was worn out, but the shoe itself was still fine. <br>The only annoying thing was that you always had to buy the shoes 1-2 sizes larger so that they would fit. <br>I have US9.5/EU43, I always had to buy the Presto Faze in size US10/EU44 and the Kukini in US11/EU45 so that they fit.",1,YouTube,Nike,2025-12-10,YT_1881
Toph would love these,0,YouTube,Nike,2025-12-05,YT_1882
This is great and hope I will  be on continuously.  Interested,0,YouTube,Nike,2025-12-04,YT_1883
"The design of the current Dri-Fit range requires immediate reevaluation. The garments are consistently produced with excessive sleeve length and overall body length, making the fit significantly inferior to that of the Nike Club line, which remains appropriately sized. Additionally, current pricing appears disproportionately high given the decline in fit and functionality.<br><br>Nike should reinstate the Nike Flex Pro Woven joggers, which offered an exemplary fit and material quality. The product line ought to accommodate both market segments: relaxed, oversized apparel for consumers who prefer a baggier fit, and properly tapered joggers for those who require a more streamlined and athletic silhouette.",0,YouTube,Nike,2025-12-03,YT_1884
I need these in my life !!!!,0,YouTube,Nike,2025-12-02,YT_1885
002! Is 003 a Slip-On Huarache City Mid? Made from the same bulletproof weave found on Jordan LX TRunner. Just asking,0,YouTube,Nike,2025-11-30,YT_1886
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,YouTube,Nike,2025-11-29,YT_1887
How resistant to wear are the “Nodes” ?<br>Once a few nodes wear out in a specific location under the Individuals foot/feet what is the probability of discomfort?<br><br>Can nodes be replaced as needed? Or is this projected to be one of Nikes Greatest marketing ploys after 40 years?,1,YouTube,Nike,2025-11-29,YT_1888
Barefoot walking fan&#39;s worst nightmare  ?,1,YouTube,Nike,2025-11-28,YT_1889
Nice techinology. You guys need to see the right colors too,0,YouTube,Nike,2025-11-27,YT_1890
Idk how you done this! How do those orange dots calm your brain?,0,YouTube,Nike,2025-11-26,YT_1891
we need barefoot  shape products with every mayor brand,0,YouTube,Nike,2025-11-24,YT_1892
The chunky slide got popular because of one person 😢,0,YouTube,Nike,2025-11-23,YT_1893
"Hi Nike, as a Podiatrist, it&#39;s great to see reference to the Nike Mind Science Department as so much about shoe design is based on trends and aesthetics and not on performance, fit or injury prevention.  However, although there is a lot of reference in the marketing to the science behind these shoes, the data is not accessible outside of the Nike structure as it hasn&#39;t been published either open source or in a peer-reviewed journal. It would be great to see what the evidence base is so that we can really understand the benefits (or negatives) of this type of technology and put it to best use....",86,YouTube,Nike,2025-11-23,YT_1894
"Innovation. Nike has always been ahead of the curve,2000 Hyperflight; 97 Alpha project ;96 Nike Foamposite; back to waffle 🧇 bottom track shoes",0,YouTube,Nike,2025-11-21,YT_1895
Wouldn’t mind to take those mind 1s on stroll,0,YouTube,Nike,2025-11-20,YT_1896
Let&#39;s go king nike~~❤,0,YouTube,Nike,2025-11-14,YT_1897
"Tôi đang sản xuất hãng giày này thật tuyệt vời, tôi chưa bao giờ làm giày nào như thế này",2,YouTube,Nike,2025-11-12,YT_1898
Make boxing boots with this if possible,1,YouTube,Nike,2025-11-12,YT_1899
Sounds great for boxing 🥊,1,YouTube,Nike,2025-11-12,YT_1900
their lowkey gateway to zero-drop,0,YouTube,Nike,2025-11-11,YT_1901
"Focus on quality control. I trusted you, and look at my Nike stock — it keeps crashing!",1,YouTube,Nike,2025-11-07,YT_1902
"Instead of making strange new stuff, how about doing some proper quality control for once?",6,YouTube,Nike,2025-11-07,YT_1903
🚨🛑barefoot shoes🛑🚨,0,YouTube,Nike,2025-11-07,YT_1904
Mane I already got a pair they just like any slides keep your money not worth the 95+tax,1,YouTube,Nike,2025-11-07,YT_1905
make a kid mind shoe,0,YouTube,Nike,2025-11-05,YT_1906
"Nike, if your reading this, please know that I LOVE your shoes, shirts, hats, anything❤",2,YouTube,Nike,2025-11-02,YT_1907
The 002&#39;s are straight 🔥🔥🔥🔥,11,YouTube,Nike,2025-11-02,YT_1908
I thought it was April 1st for a second,4,YouTube,Nike,2025-11-01,YT_1909
"Fundamentally, it is a more dynamic application of reflexology.  Reflexology insoles and foot beds have been around for decades, made by well know companies like Birkenstock and Finn Comfort. Stimulating pressure points at the soles of the feet to produce a variety of physiological effects.   It would be interesting to see if Nike research can take this a step further to help with rehabilitation of individuals with neuropathy and motor function deficiency.",6,YouTube,Nike,2025-10-30,YT_1910
So instead of buying this just take off your shoes😭?,0,YouTube,Nike,2025-10-30,YT_1911
Real foot shape maybe😂?,0,YouTube,Nike,2025-10-30,YT_1912
There are so many retro shoes that I wish Nike would released. I’m speaking from the 1990 era,3,YouTube,Nike,2025-10-29,YT_1913
The Nike we fell in love with,0,YouTube,Nike,2025-10-28,YT_1914
Hope it doesn’t cost too much 😅,0,YouTube,Nike,2025-10-28,YT_1915
오오 뇌를 자극시키는 지압용 운동화라니!!! 필구!!,4,YouTube,Nike,2025-10-27,YT_1916
This is incredible,2,YouTube,Nike,2025-10-27,YT_1917
"One day they combine mind nipples with autolacing and fly ease, fly knit, fly wire, react x Zoom x air zoom pizza ordering super ultra mega light wight flight air bubble crush",1,YouTube,Nike,2025-10-27,YT_1918
Support for rsk free fire team sports,0,YouTube,Nike,2025-10-27,YT_1919
Just searching how to make more money with overpriced hype sneakers 😂,1,YouTube,Nike,2025-10-27,YT_1920
all that money spent.....and we get a Yeezy throwaway design with a boredroom gimmick,0,YouTube,Nike,2025-10-27,YT_1921
"Could you make some of these that aren&#39;t giant foam crocks? I love the concept, but not the material.",0,YouTube,Nike,2025-10-26,YT_1922
Just get some Dr. scholl&#39;s massage insoles for $20,1,YouTube,Nike,2025-10-26,YT_1923
"Sneaker innovation used to be about cushioning, but Nike Zoom Air proved responsiveness sells more sneakers. It doesn&#39;t matter unless the user can really feel it. This is going to tickle a lot of feet and the responsiveness is going to wow a lot of sneakerhead vloggers. It&#39;s something new and I&#39;m gong to try it.",3,YouTube,Nike,2025-10-26,YT_1924
I wanna wear these,0,YouTube,Nike,2025-10-26,YT_1925
"I would love to wear Nike, especially these. But unfortunately, Nike only offers shoes in standard widths, and with wide feet, there&#39;s simply no room in Nikes, especially the toe area gets squashed. So I&#39;ve been wearing long shoes from other brands, and even though I love the look and design of Nike shoes, it just doesn&#39;t work.<br>And there are countless thousands of people like me. Perhaps the developers at Nike will take this into consideration sometime, thanks.",0,YouTube,Nike,2025-10-26,YT_1926
Nice to see Nike taking risks in trying new things,57,YouTube,Nike,2025-10-26,YT_1927
Bubbles under the shoes … wowwwwwwww,1,YouTube,Nike,2025-10-26,YT_1928
"Thank you for sharing this, very imperative",1,YouTube,Nike,2025-10-10,YT_1929
